offspring father confidence.x mother confidence.y father_combo mother_combo offspring_combo mother.pop father.pop mother.ind father.ind cross.dir cross
BW-Combo1-136 BW-Combo1-PP-M-5 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-2 PP-M-5 PPxPP PP-F-2xPP-M-5
BW-Combo1-137 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-1 PPxPL PP-F-2xPL-M-1
BW-Combo1-138 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-2 PP-M-4 PLxPP PL-F-2xPP-M-4
BW-Combo1-139 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-140 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-142 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-3 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-3 PP-M-4 PPxPP PP-F-3xPP-M-4
BW-Combo1-143 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-144 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-145 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-146 BW-Combo1-PP-M-5 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-2 PP-M-5 PPxPP PP-F-2xPP-M-5
BW-Combo1-149 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-3 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-3 PP-M-4 PPxPP PP-F-3xPP-M-4
BW-Combo1-150 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-2 PP-M-4 PLxPP PL-F-2xPP-M-4
BW-Combo1-151 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-152 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-1 PP-M-4 PPxPP PP-F-1xPP-M-4
BW-Combo1-153 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-2 PP-M-4 PLxPP PL-F-2xPP-M-4
BW-Combo1-154 BW-Combo1-PP-M-5 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-2 PP-M-5 PPxPP PP-F-2xPP-M-5
BW-Combo1-155 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-158 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-2 PP-M-4 PLxPP PL-F-2xPP-M-4
BW-Combo1-159 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-160 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-2 PP-M-4 PLxPP PL-F-2xPP-M-4
BW-Combo1-161 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-162 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-163 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-165 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-166 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-3 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-3 PP-M-4 PPxPP PP-F-3xPP-M-4
BW-Combo1-168 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-2 PP-M-4 PLxPP PL-F-2xPP-M-4
BW-Combo1-169 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-170 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-2 PP-M-4 PLxPP PL-F-2xPP-M-4
BW-Combo1-171 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-2 PP-M-4 PPxPP PP-F-2xPP-M-4
BW-Combo1-172 BW-Combo1-PP-M-5 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-2 PP-M-5 PPxPP PP-F-2xPP-M-5
BW-Combo1-173 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-193 BW-Combo1-PL-M-2 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo1-194 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-195 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-196 BW-Combo1-PL-M-2 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-2 PPxPL PP-F-1xPL-M-2
BW-Combo1-197 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-199 BW-Combo1-PL-M-2 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo1-200 BW-Combo1-PL-M-2 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-2 PPxPL PP-F-1xPL-M-2
BW-Combo1-203 BW-Combo1-PL-M-2 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo1-204 BW-Combo1-PL-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PL PL-F-4 PL-M-4 PLxPL PL-F-4xPL-M-4
BW-Combo1-205 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-206 BW-Combo1-PL-M-3 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
BW-Combo1-207 BW-Combo1-PL-M-2 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo1-208 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-209 BW-Combo1-PL-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PL PL-F-4 PL-M-4 PLxPL PL-F-4xPL-M-4
BW-Combo1-210 BW-Combo1-PP-M-5 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-2 PP-M-5 PPxPP PP-F-2xPP-M-5
BW-Combo1-211 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-1 PP-M-4 PPxPP PP-F-1xPP-M-4
BW-Combo1-212 BW-Combo1-PL-M-2 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo1-213 BW-Combo1-PL-M-2 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo1-214 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-215 BW-Combo1-PL-M-2 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo1-217 BW-Combo1-PL-M-2 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-2 PPxPL PP-F-1xPL-M-2
BW-Combo1-219 BW-Combo1-PL-M-2 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-2 PPxPL PP-F-1xPL-M-2
BW-Combo1-220 BW-Combo1-PL-M-2 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo1-221 BW-Combo1-PL-M-3 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
BW-Combo1-222 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-2 PP-M-4 PPxPP PP-F-2xPP-M-4
BW-Combo1-225 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-226 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-227 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-228 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-229 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-3 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-3 PP-M-4 PPxPP PP-F-3xPP-M-4
BW-Combo1-230 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-1 PP-M-4 PPxPP PP-F-1xPP-M-4
BW-Combo1-231 BW-Combo1-PP-M-5 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-2 PP-M-5 PPxPP PP-F-2xPP-M-5
BW-Combo1-233 BW-Combo1-PP-M-5 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-2 PP-M-5 PPxPP PP-F-2xPP-M-5
BW-Combo1-234 BW-Combo1-PP-M-5 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-2 PP-M-5 PPxPP PP-F-2xPP-M-5
BW-Combo1-235 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-3 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-3 PP-M-4 PPxPP PP-F-3xPP-M-4
BW-Combo1-236 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-3 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-3 PP-M-4 PPxPP PP-F-3xPP-M-4
BW-Combo1-237 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-2 PP-M-4 PLxPP PL-F-2xPP-M-4
BW-Combo1-238 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-3 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-3 PP-M-4 PPxPP PP-F-3xPP-M-4
BW-Combo1-239 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-2 PP-M-4 PLxPP PL-F-2xPP-M-4
BW-Combo1-240 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-3 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-3 PP-M-4 PPxPP PP-F-3xPP-M-4
BW-Combo1-241 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-3 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-3 PP-M-4 PPxPP PP-F-3xPP-M-4
BW-Combo1-242 BW-Combo1-PP-M-5 95% BW-Combo1-PL-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
BW-Combo1-243 BW-Combo1-PP-M-5 95% BW-Combo1-PL-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
BW-Combo1-244 BW-Combo1-PP-M-5 95% BW-Combo1-PL-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-2 PP-M-5 PLxPP PL-F-2xPP-M-5
BW-Combo1-289 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-290 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-1 PPxPL PP-F-2xPL-M-1
BW-Combo1-291 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-292 BW-Combo1-PP-M-5 95% BW-Combo1-PL-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-1 PP-M-5 PLxPP PL-F-1xPP-M-5
BW-Combo1-293 BW-Combo1-PL-M-2 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo1-294 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-295 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-296 BW-Combo1-PL-M-4 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-4 PPxPL PP-F-2xPL-M-4
BW-Combo1-297 BW-Combo1-PL-M-2 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo1-298 BW-Combo1-PP-M-2 95% BW-Combo1-PL-F-5 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-5 PP-M-2 PLxPP PL-F-5xPP-M-2
BW-Combo1-299 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-1 PPxPL PP-F-2xPL-M-1
BW-Combo1-300 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-2 PP-M-4 PPxPP PP-F-2xPP-M-4
BW-Combo1-301 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-1 PP-M-4 PLxPP PL-F-1xPP-M-4
BW-Combo1-302 BW-Combo1-PL-M-3 95% BW-Combo1-PP-F-5 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-5 PL-M-3 PPxPL PP-F-5xPL-M-3
BW-Combo1-303 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-304 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-1 PPxPL PP-F-2xPL-M-1
BW-Combo1-305 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-306 BW-Combo1-PL-M-5 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-5 PPxPL PP-F-2xPL-M-5
BW-Combo1-307 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-1 PP-M-4 PPxPP PP-F-1xPP-M-4
BW-Combo1-308 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-1 PPxPL PP-F-2xPL-M-1
BW-Combo1-309 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-1 PPxPL PP-F-2xPL-M-1
BW-Combo1-310 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-5 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-5 PP-M-4 PPxPP PP-F-5xPP-M-4
BW-Combo1-311 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-312 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-1 PP-M-4 PLxPP PL-F-1xPP-M-4
BW-Combo1-313 BW-Combo1-PL-M-5 95% BW-Combo1-PP-F-5 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-5 PL-M-5 PPxPL PP-F-5xPL-M-5
BW-Combo1-315 BW-Combo1-PL-M-2 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo1-316 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-317 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-1 PP-M-4 PPxPP PP-F-1xPP-M-4
BW-Combo1-318 BW-Combo1-PP-M-5 95% BW-Combo1-PL-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-1 PP-M-5 PLxPP PL-F-1xPP-M-5
BW-Combo1-319 BW-Combo1-PL-M-3 95% BW-Combo1-PL-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
BW-Combo1-320 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-321 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-1 PPxPL PP-F-2xPL-M-1
BW-Combo1-322 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-2 PP-M-4 PPxPP PP-F-2xPP-M-4
BW-Combo1-323 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-324 BW-Combo1-PP-M-5 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-2 PP-M-5 PPxPP PP-F-2xPP-M-5
BW-Combo1-325 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-326 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-2 PP-M-4 PPxPP PP-F-2xPP-M-4
BW-Combo1-327 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-328 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-2 PP-M-4 PPxPP PP-F-2xPP-M-4
BW-Combo1-329 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-1 PPxPL PP-F-2xPL-M-1
BW-Combo1-330 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-1 PPxPL PP-F-2xPL-M-1
BW-Combo1-331 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-332 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-344 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-1 PP-M-4 PLxPP PL-F-1xPP-M-4
BW-Combo1-345 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-346 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-1 PPxPL PP-F-2xPL-M-1
BW-Combo1-347 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-348 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-350 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-1 PPxPL PP-F-2xPL-M-1
BW-Combo1-351 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-366 BW-Combo1-PP-M-4 95% BW-Combo1-PP-F-5 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PP PP-F-5 PP-M-4 PPxPP PP-F-5xPP-M-4
BW-Combo1-367 BW-Combo1-PL-M-1 95% BW-Combo1-PL-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PL PL-F-1 PL-M-1 PLxPL PL-F-1xPL-M-1
BW-Combo1-368 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-2 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-2 PL-M-1 PPxPL PP-F-2xPL-M-1
BW-Combo1-369 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-4 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-4 PP-M-4 PLxPP PL-F-4xPP-M-4
BW-Combo1-370 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
BW-Combo1-371 BW-Combo1-PP-M-4 95% BW-Combo1-PL-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PL PP PL-F-1 PP-M-4 PLxPP PL-F-1xPP-M-4
BW-Combo1-373 BW-Combo1-PL-M-1 95% BW-Combo1-PP-F-1 95% BW-Combo1 BW-Combo1 BW-Combo1 PP PL PP-F-1 PL-M-1 PPxPL PP-F-1xPL-M-1
